Ticker,Name,Sector,Country
FST,FAST Acquisition Corp.,Financial Services,United States
FSTR,L.B. Foster Company,Industrials,United States
FSTX,"F-star Therapeutics, Inc.",Healthcare,United Kingdom
FSV,FirstService Corporation,Real Estate,Canada
FTAA,FTAC Athena Acquisition Corp.,Financial Services,United States
FTAI,Fortress Transportation and Infrastructure Investors LLC,Industrials,United States
FTCH,Farfetch Limited,Consumer Cyclical,United Kingdom
FTCI,"FTC Solar, Inc.",Technology,United States
FTCV,Fintech Acquisition Corp. V,Financial Services,United States
FTDR,"Frontdoor, Inc.",Consumer Cyclical,United States
FTEK,"Fuel Tech, Inc.",Industrials,United States
FTEV,FinTech Evolution Acquisition Group,Financial Services,United States
FTFT,Future FinTech Group Inc.,Technology,United States
FTHM,Fathom Holdings Inc.,Real Estate,United States
FTI,TechnipFMC plc,Energy,United Kingdom
FTII,FutureTech II Acquisition Corp.,Financial Services,United States
FTK,"Flotek Industries, Inc.",Energy,United States
FTNT,"Fortinet, Inc.",Technology,United States
FTPA,FTAC Parnassus Acquisition Corp.,Financial Services,United States
FTRP,Field Trip Health Ltd.,Healthcare,Canada
FTS,Fortis Inc.,Utilities,Canada
FTV,Fortive Corporation,Technology,United States
FTVI,FinTech Acquisition Corp. VI,Financial Services,United States
FUBO,fuboTV Inc.,Communication Services,United States
FUL,H.B. Fuller Company,Basic Materials,United States
FULC,"Fulcrum Therapeutics, Inc.",Healthcare,United States
FULT,Fulton Financial Corporation,Financial Services,United States
FUN,"Cedar Fair, L.P.",Consumer Cyclical,United States
FUNC,First United Corporation,Financial Services,United States
FURY,Fury Gold Mines Limited,Basic Materials,Canada
FUSB,"First US Bancshares, Inc.",Financial Services,United States
FUSN,Fusion Pharmaceuticals Inc.,Healthcare,Canada
FUTU,Futu Holdings Limited,Financial Services,Hong Kong
FUV,"Arcimoto, Inc.",Consumer Cyclical,United States
FVAM,5:01 Acquisition Corp.,Financial Services,United States
FVCB,"FVCBankcorp, Inc.",Financial Services,United States
FVIV,Fortress Value Acquisition Corp. IV,Financial Services,United States
FVRR,Fiverr International Ltd.,Communication Services,Israel
FVT,Fortress Value Acquisition Corp. III,Financial Services,United States
FWAC,Fifth Wall Acquisition Corp. III,Financial Services,United States
FWBI,"First Wave BioPharma, Inc.",Healthcare,United States
FWONA,Formula One Group,Communication Services,United States
FWP,Forward Pharma A/S,Healthcare,Denmark
FWRD,Forward Air Corporation,Industrials,United States
FWRG,"First Watch Restaurant Group, Inc.",Consumer Cyclical,United States
FXCO,Financial Strategies Acquisition Corp.,Financial Services,United States
FXLV,F45 Training Holdings Inc.,Consumer Cyclical,United States
FXNC,First National Corporation,Financial Services,United States
FYBR,"Frontier Communications Parent, Inc.",Communication Services,United States
FZT,FAST Acquisition Corp. II,Financial Services,United States
G,Genpact Limited,Technology,Bermuda
GABC,"German American Bancorp, Inc.",Financial Services,United States
GACQ,Global Consumer Acquisition Corp.,Financial Services,United States
GAIA,"Gaia, Inc.",Communication Services,United States
GAIN,Gladstone Investment Corporation,Financial Services,United States
GALT,Galectin Therapeutics Inc.,Healthcare,United States
GAMB,Gambling.com Group Limited,Consumer Cyclical,Jersey
GAMC,Golden Arrow Merger Corp.,Financial Services,United States
GAME,"Engine Gaming and Media, Inc.",Communication Services,Canada
GAN,GAN Limited,Consumer Cyclical,United States
GANX,"Gain Therapeutics, Inc.",Healthcare,United States
GAPA,G&P Acquisition Corp.,Financial Services,United States
GAQ,Generation Asia I Acquisition Limited,Financial Services,Cayman Islands
GASS,StealthGas Inc.,Industrials,Greece
GATE,Marblegate Acquisition Corp.,Financial Services,United States
GATO,"Gatos Silver, Inc.",Basic Materials,United States
GATX,GATX Corporation,Industrials,United States
GAU,Galiano Gold Inc.,Basic Materials,Canada
GB,Global Blue Group Holding AG,Technology,Switzerland
GBBK,,,
GBCI,"Glacier Bancorp, Inc.",Financial Services,United States
GBDC,"Golub Capital BDC, Inc.",Financial Services,United States
GBIO,Generation Bio Co.,Healthcare,United States
GBL,"GAMCO Investors, Inc.",Financial Services,United States
GBLI,"Global Indemnity Group, LLC",Financial Services,United States
GBNH,Greenbrook TMS Inc.,Healthcare,Canada
GBNY,"Generations Bancorp NY, Inc.",Financial Services,United States
GBOX,GreenBox POS,Technology,United States
GBR,"New Concept Energy, Inc.",Real Estate,United States
GBRG,Goldenbridge Acquisition Limited,Financial Services,Hong Kong
GBS,GBS Inc.,Healthcare,United States
GBT,"Global Blood Therapeutics, Inc.",Healthcare,United States
GBX,"The Greenbrier Companies, Inc.",Industrials,United States
GCBC,"Greene County Bancorp, Inc.",Financial Services,United States
GCI,"Gannett Co., Inc.",Communication Services,United States
GCMG,"Grosvenor Capital Management, L.P.",Financial Services,United States
GCO,Genesco Inc.,Consumer Cyclical,United States
GCP,GCP Applied Technologies Inc.,Basic Materials,United States
GCTK,"GlucoTrack, Inc.",Healthcare,Israel
GD,General Dynamics Corporation,Industrials,United States
GDDY,GoDaddy Inc.,Technology,United States
GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,United States
GDEV,Nexters Inc.,Communication Services,Cyprus
GDNR,Gardiner Healthcare Acquisitions Corp.,Financial Services,United States
GDOT,Green Dot Corporation,Financial Services,United States
GDRX,"GoodRx Holdings, Inc.",Healthcare,United States
GDS,GDS Holdings Limited,Technology,China
GDST,Goldenstone Acquisition Limited,Financial Services,United States
GDYN,"Grid Dynamics Holdings, Inc.",Technology,United States
GE,General Electric Company,Industrials,United States
GECC,Great Elm Capital Corp.,Financial Services,United States
GEEX,Games & Esports Experience Acquisition Corp.,Financial Services,United States
GEF,"Greif, Inc.",Consumer Cyclical,United States
GEF.B,,,
GEG,"Great Elm Group, Inc.",Healthcare,United States
GEHI,"Gravitas Education Holdings, Inc.",Consumer Defensive,China
GEL,"Genesis Energy, L.P.",Energy,United States
GENC,Full company name not available,,
GENE,Genetic Technologies Limited,Healthcare,Australia
GENI,Genius Sports Limited,Communication Services,United Kingdom
GENQ,Genesis Unicorn Capital Corp.,Financial Services,United States
GEO,"The GEO Group, Inc.",Real Estate,United States
GEOS,Geospace Technologies Corporation,Energy,United States
GERN,Geron Corporation,Healthcare,United States
GES,"Guess', Inc.",Consumer Cyclical,United States
GET,Getnet Adquirência e Serviços para Meios de Pagamento S.A.,Technology,Brazil
GEVO,"Gevo, Inc.",Basic Materials,United States
GFAI,"Guardforce AI Co., Limited",Industrials,Singapore
GFF,Griffon Corporation,Industrials,United States
GFGD,The Growth for Good Acquisition Corporation,Financial Services,United States
GFI,Gold Fields Limited,Basic Materials,South Africa
GFL,GFL Environmental Inc.,Industrials,Canada
GFOR,Graf Acquisition Corp. IV,Financial Services,United States
GFS,GLOBALFOUNDRIES Inc.,Technology,United States
GFX,Golden Falcon Acquisition Corp.,Financial Services,United States
GGAA,Genesis Growth Tech Acquisition Corp.,Financial Services,Switzerland
GGAL,Grupo Financiero Galicia S.A.,Financial Services,Argentina
GGB,Gerdau S.A.,Basic Materials,Brazil
GGE,Green Giant Inc.,Real Estate,China
GGG,Graco Inc.,Industrials,United States
GGGV,G3 VRM Acquisition Corp.,Financial Services,United States
GGMC,Glenfarne Merger Corp.,Financial Services,United States
GGPI,"Gores Guggenheim, Inc.",Financial Services,United States
GGR,Gogoro Inc.,Consumer Cyclical,Taiwan
GH,"Guardant Health, Inc.",Healthcare,United States
GHAC,Gaming & Hospitality Acquisition Corp.,Financial Services,United States
GHC,Graham Holdings Company,Consumer Defensive,United States
GHG,GreenTree Hospitality Group Ltd.,Consumer Cyclical,China
GHIX,"Gores Holdings IX, Inc.",Financial Services,United States
GHL,"Greenhill & Co., Inc.",Financial Services,United States
GHLD,Guild Holdings Company,Financial Services,United States
GHM,Graham Corporation,Industrials,United States
GHRS,GH Research PLC,Healthcare,Ireland
GHSI,"Guardion Health Sciences, Inc.",Healthcare,United States
GIA,"GigCapital5, Inc.",Financial Services,United States
GIAC,Gesher I Acquisition Corp.,Financial Services,Israel
GIB,CGI Inc.,Technology,Canada
GIC,Global Industrial Company,Industrials,United States
GIFI,"Gulf Island Fabrication, Inc.",Industrials,United States
GIGM,GigaMedia Limited,Communication Services,Taiwan
GIII,"G-III Apparel Group, Ltd.",Consumer Cyclical,United States
GIIX,"Gores Holdings VIII, Inc.",Financial Services,United States
GIL,Gildan Activewear Inc.,Consumer Cyclical,Canada
GILD,"Gilead Sciences, Inc.",Healthcare,United States
GILT,Gilat Satellite Networks Ltd.,Technology,Israel
GIPR,"Generation Income Properties, Inc.",Real Estate,United States
GIS,"General Mills, Inc.",Consumer Defensive,United States
GIW,"GigInternational1, Inc.",Financial Services,United States
GKOS,Glaukos Corporation,Healthcare,United States
GL,Globe Life Inc.,Financial Services,United States
GLAD,Gladstone Capital Corporation,Financial Services,United States
GLAQ,Globis Acquisition Corp.,Financial Services,United States
GLBE,Global-e Online Ltd.,Consumer Cyclical,Israel
GLBL,Cartesian Growth Corporation,Financial Services,United States
GLBS,Globus Maritime Limited,Industrials,Greece
GLBZ,Glen Burnie Bancorp,Financial Services,United States
GLDD,Great Lakes Dredge & Dock Corporation,Industrials,United States
GLDG,GoldMining Inc.,Basic Materials,Canada
GLEE,Gladstone Acquisition Corporation,Financial Services,United States
GLG,"TD Holdings, Inc.",Technology,China
GLHA,Glass Houses Acquisition Corp.,Financial Services,United States
GLLI,Globalink Investment Inc.,Financial Services,United States
GLMD,Galmed Pharmaceuticals Ltd.,Healthcare,Israel
GLNG,Golar LNG Limited,Energy,Bermuda
GLOB,Globant S.A.,Technology,Luxembourg
GLOP,GasLog Partners LP,Energy,Greece
GLP,Global Partners LP,Energy,United States
GLPG,Galapagos NV,Healthcare,Belgium
GLPI,"Gaming and Leisure Properties, Inc.",Real Estate,United States
GLRE,"Greenlight Capital Re, Ltd.",Financial Services,Cayman Islands
GLS,"Gelesis Holdings, Inc.",Healthcare,United States
GLSI,"Greenwich LifeSciences, Inc.",Healthcare,United States
GLSPT,Global SPAC Partners Co.,Financial Services,United States
GLT,Glatfelter Corporation,Basic Materials,United States
GLTA,Galata Acquisition Corp.,Financial Services,United States
GLTO,"Galecto, Inc.",Healthcare,United States
GLUE,"Monte Rosa Therapeutics, Inc.",Healthcare,United States
GLW,Corning Incorporated,Technology,United States
GLYC,"GlycoMimetics, Inc.",Healthcare,United States
GM,General Motors Company,Consumer Cyclical,United States
GMAB,Genmab A/S,Healthcare,Denmark
GMBL,"Esports Entertainment Group, Inc.",Consumer Cyclical,Malta
GMDA,Gamida Cell Ltd.,Healthcare,Israel
GME,GameStop Corp.,Consumer Cyclical,United States
GMED,"Globus Medical, Inc.",Healthcare,United States
GMFI,Aetherium Acquisition Corp.,Financial Services,United States
GMGI,"Golden Matrix Group, Inc.",Communication Services,United States
GMRE,Global Medical REIT Inc.,Real Estate,United States
GMS,GMS Inc.,Industrials,United States
GMTX,"Gemini Therapeutics, Inc.",Healthcare,United States
GMVD,G Medical Innovations Holdings Ltd,Healthcare,Israel
GNAC,Group Nine Acquisition Corp.,Financial Services,United States
GNCA,"Genocea Biosciences, Inc.",Healthcare,United States
GNE,Genie Energy Ltd.,Utilities,United States
GNFT,Genfit S.A.,Healthcare,France
GNK,Genco Shipping & Trading Limited,Industrials,United States
GNL,"Global Net Lease, Inc.",Real Estate,United States
GNLN,"Greenlane Holdings, Inc.",Consumer Defensive,United States
GNPX,"Genprex, Inc.",Healthcare,United States
GNRC,Generac Holdings Inc.,Industrials,United States
GNS,Genius Group Limited,Consumer Defensive,Singapore
GNSS,Genasys Inc.,Technology,United States
GNTA,Genenta Science S.p.A.,Healthcare,Italy
GNTX,Gentex Corporation,Consumer Cyclical,United States
GNTY,"Guaranty Bancshares, Inc.",Financial Services,United States
GNUS,"Genius Brands International, Inc.",Communication Services,United States
GNW,"Genworth Financial, Inc.",Financial Services,United States
GO,Grocery Outlet Holding Corp.,Consumer Defensive,United States
GOAC,GO Acquisition Corp.,Financial Services,United States
GOBI,Gobi Acquisition Corp.,Financial Services,Hong Kong
GOCO,"GoHealth, Inc.",Financial Services,United States
GOED,1847 Goedeker Inc.,Consumer Cyclical,United States
GOEV,Canoo Inc.,Consumer Cyclical,United States
GOGL,Golden Ocean Group Limited,Industrials,Bermuda
GOGN,GoGreen Investments Corporation,Financial Services,United States
GOGO,Gogo Inc.,Communication Services,United States
GOL,Gol Linhas Aéreas Inteligentes S.A.,Industrials,Brazil
GOLD,Barrick Gold Corporation,Basic Materials,Canada
GOLF,Acushnet Holdings Corp.,Consumer Cyclical,United States
GOOD,Gladstone Commercial Corporation,Real Estate,United States
GOOG,Alphabet Inc.,Communication Services,United States
GOOGL,Alphabet Inc.,Communication Services,United States
GOOS,Canada Goose Holdings Inc.,Consumer Cyclical,Canada
GORO,Gold Resource Corporation,Basic Materials,United States
GOSS,"Gossamer Bio, Inc.",Healthcare,United States
GOTU,Gaotu Techedu Inc.,Consumer Defensive,China
GOVX,"GeoVax Labs, Inc.",Healthcare,United States
GP,GreenPower Motor Company Inc.,Consumer Cyclical,Canada
GPAC,Global Partner Acquisition Corp II,Financial Services,United States
GPC,Genuine Parts Company,Consumer Cyclical,United States
GPCO,Golden Path Acquisition Corporation,Financial Services,United States
GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,United States
GPK,Graphic Packaging Holding Company,Consumer Cyclical,United States
GPL,Great Panther Mining Limited,Basic Materials,Canada
GPMT,Granite Point Mortgage Trust Inc.,Real Estate,United States
GPN,Global Payments Inc.,Industrials,United States
GPOR,Gulfport Energy Corporation,Energy,United States
GPP,Green Plains Partners LP,Energy,United States
GPRE,Green Plains Inc.,Basic Materials,United States
GPRK,GeoPark Limited,Energy,Colombia
GPRO,"GoPro, Inc.",Technology,United States
GPS,"The Gap, Inc.",Consumer Cyclical,United States
GRAB,Grab Holdings Limited,Financial Services,Singapore
GRAY,"Graybug Vision, Inc.",Healthcare,United States
GRBK,"Green Brick Partners, Inc.",Consumer Cyclical,United States
GRC,The Gorman-Rupp Company,Industrials,United States
GRCL,Gracell Biotechnologies Inc.,Healthcare,China
GRCY,Greencity Acquisition Corporation,Financial Services,China
GREE,Greenidge Generation Holdings Inc.,Financial Services,United States
GRFS,"Grifols, S.A.",Healthcare,Spain
GRIL,"Muscle Maker, Inc.",Consumer Cyclical,United States
GRIN,Grindrod Shipping Holdings Ltd.,Industrials,Singapore
GRMN,Garmin Ltd.,Technology,Switzerland
GRNA,GreenLight Biosciences Holdings,Healthcare,United States
GRNQ,Greenpro Capital Corp.,Industrials,Malaysia
GROM,"Grom Social Enterprises, Inc.",Communication Services,United States
GROW,"U.S. Global Investors, Inc.",Financial Services,United States
GROY,Gold Royalty Corp.,Basic Materials,Canada
GRPH,"Graphite Bio, Inc.",Healthcare,United States
GRPN,"Groupon, Inc.",Communication Services,United States
GRTS,"Gritstone bio, Inc.",Healthcare,United States
GRTX,"Galera Therapeutics, Inc.",Healthcare,United States
GRVI,"Grove, Inc.",Healthcare,United States
GRVY,"Gravity Co., Ltd.",Communication Services,South Korea
GRWG,GrowGeneration Corp.,Consumer Cyclical,United States
GS,"The Goldman Sachs Group, Inc.",Financial Services,United States
